populations -b 4 -P ../stacks_b4_wgenome -M PopMap_combo_b4.txt -t 36 -r 0.8 -p 3 -m 10 --write_random_snp --genepop --fasta
populations version 1.44 executed 2017-10-24 17:53:34

# Distribution of population loci.
# Distribution of valid loci matched to catalog locus.
# Valid samples at locus	Count
32	103
33	112
34	87
35	84
36	62
37	79
38	66
39	45
40	37
41	33
42	40
43	21
44	23
45	20
46	17
47	33
48	18
49	20
50	15
51	19
52	22
53	21
54	19
55	22
56	29
57	31
58	31
59	29
60	39
61	54
62	48
63	56
64	43
65	68
66	54
67	72
68	82
69	84
70	93
71	86
72	103
73	103
74	93
75	98
76	107
77	114
78	100
79	90
80	87
81	77
82	62
83	63
84	66
85	55
86	32
87	43
88	34
89	23
90	24
91	17
92	26
93	29
94	30
95	21
96	26
97	34
98	26
99	32
100	28
101	21
102	31
103	30
104	30
105	37
106	34
107	44
108	40
109	51
110	49
111	51
112	54
113	56
114	69
115	79
116	75
117	85
118	84
119	82
120	93
121	85
122	97
123	87
124	87
125	81
126	57
127	62
128	54
129	47
130	23
131	46
132	24
133	29
134	25
135	30
136	21
137	24
138	24
139	28
140	23
141	23
142	19
143	32
144	23
145	24
146	26
147	23
148	26
149	34
150	28
151	38
152	37
153	41
154	45
155	58
156	52
157	58
158	56
159	67
160	57
161	79
162	68
163	79
164	55
165	60
166	66
167	56
168	63
169	48
170	51
171	45
172	27
173	35
174	40
175	31
176	24
177	34
178	27
179	22
180	28
181	35
182	21
183	25
184	32
185	31
186	33
187	31
188	32
189	27
190	29
191	31
192	36
193	43
194	43
195	49
196	62
197	69
198	53
199	60
200	78
201	55
202	61
203	54
204	63
205	73
206	46
207	40
208	60
209	40
210	35
211	48
212	59
213	44
214	44
215	40
216	34
217	35
218	27
219	30
220	41
221	39
222	29
223	22
224	24
225	43
226	39
227	37
228	26
229	34
230	36
231	38
232	41
233	28
234	53
235	40
236	53
237	46
238	41
239	56
240	40
241	47
242	50
243	47
244	70
245	57
246	53
247	59
248	39
249	51
250	54
251	45
252	54
253	46
254	48
255	61
256	65
257	53
258	52
259	45
260	49
261	50
262	37
263	49
264	43
265	42
266	42
267	33
268	37
269	37
270	47
271	41
272	61
273	44
274	51
275	38
276	52
277	61
278	68
279	52
280	53
281	59
282	65
283	63
284	74
285	81
286	71
287	80
288	72
289	71
290	85
291	76
292	77
293	63
294	65
295	70
296	58
297	61
298	58
299	64
300	47
301	53
302	42
303	50
304	45
305	42
306	44
307	49
308	43
309	21
310	37
311	35
312	48
313	38
314	33
315	53
316	42
317	39
318	35
319	45
320	42
321	56
322	50
323	57
324	45
325	36
326	54
327	55
328	53
329	48
330	48
331	47
332	52
333	64
334	58
335	48
336	57
337	53
338	50
339	46
340	59
341	47
342	45
343	42
344	54
345	47
346	40
347	47
348	42
349	36
350	54
351	52
352	59
353	40
354	41
355	49
356	43
357	40
358	50
359	52
360	54
361	50
362	50
363	41
364	47
365	48
366	40
367	54
368	62
369	61
370	51
371	65
372	58
373	46
374	36
375	60
376	75
377	56
378	45
379	46
380	44
381	52
382	43
383	54
384	43
385	52
386	31
387	45
388	42
389	25
390	46
391	41
392	35
393	33
394	30
395	36
396	37
397	28
398	36
399	36
400	25
401	32
402	39
403	34
404	31
405	31
406	27
407	24
408	25
409	19
410	32
411	24
412	24
413	20
414	26
415	25
416	30
417	15
418	12
419	17
420	19
421	14
422	10
423	12
424	12
425	8
426	12
427	21
428	14
429	10
430	13
431	7
432	13
433	9
434	7
435	6
436	5
437	7
438	6
439	9
440	9
441	6
442	13
443	13
444	5
445	10
446	5
447	11
448	6
449	6
450	5
451	8
452	3
453	6
454	2
455	8
456	11
457	9
458	9
459	7
461	5
462	3
463	3
464	2
465	4
466	8
467	9
468	3
469	1
470	4
471	7
472	6
473	3
474	5
475	6
476	4
477	1
478	6
479	4
480	4
481	2
482	4
483	1
484	3
485	2
487	1
488	3
489	3
490	3
491	6
492	4
493	5
494	2
495	3
498	4
499	2
500	2
501	2
502	2
503	1
504	1
505	1
509	1
510	1
511	3
514	2
517	2
520	1
522	1
525	1
526	1
533	1
551	1
Population Pohang15 contained 56 incompatible loci -- more than two alleles present.
Population Geoje15 contained 69 incompatible loci -- more than two alleles present.
Population Namhae15 contained 47 incompatible loci -- more than two alleles present.
Population YellowSea16 contained 72 incompatible loci -- more than two alleles present.
Population Jukbyeon07 contained 98 incompatible loci -- more than two alleles present.
Population JinhaeBay07 contained 38 incompatible loci -- more than two alleles present.
Population JinhaeBay08 contained 37 incompatible loci -- more than two alleles present.
Population Boryeong07 contained 62 incompatible loci -- more than two alleles present.
Population Geoje14 contained 73 incompatible loci -- more than two alleles present.
Population Kodiak03 contained 54 incompatible loci -- more than two alleles present.
Population Adak06 contained 30 incompatible loci -- more than two alleles present.
Population WashCoast05 contained 30 incompatible loci -- more than two alleles present.
Population HecStrait04 contained 35 incompatible loci -- more than two alleles present.
Population SalishSea12_13 contained 30 incompatible loci -- more than two alleles present.
Population JuandeFuca12 contained 30 incompatible loci -- more than two alleles present.
Population PWSound12 contained 74 incompatible loci -- more than two alleles present.
Population UnimakPass03 contained 53 incompatible loci -- more than two alleles present.
Population Pohang15 contained 0 incompatible loci -- more than two alleles present.
Population Geoje15 contained 0 incompatible loci -- more than two alleles present.
Population Namhae15 contained 0 incompatible loci -- more than two alleles present.
Population YellowSea16 contained 0 incompatible loci -- more than two alleles present.
Population Jukbyeon07 contained 0 incompatible loci -- more than two alleles present.
Population JinhaeBay07 contained 0 incompatible loci -- more than two alleles present.
Population JinhaeBay08 contained 0 incompatible loci -- more than two alleles present.
Population Boryeong07 contained 0 incompatible loci -- more than two alleles present.
Population Geoje14 contained 0 incompatible loci -- more than two alleles present.
Population Kodiak03 contained 0 incompatible loci -- more than two alleles present.
Population Adak06 contained 0 incompatible loci -- more than two alleles present.
Population WashCoast05 contained 0 incompatible loci -- more than two alleles present.
Population HecStrait04 contained 0 incompatible loci -- more than two alleles present.
Population SalishSea12_13 contained 0 incompatible loci -- more than two alleles present.
Population JuandeFuca12 contained 0 incompatible loci -- more than two alleles present.
Population PWSound12 contained 0 incompatible loci -- more than two alleles present.
Population UnimakPass03 contained 0 incompatible loci -- more than two alleles present.
