populations -b 4 -P stacks_b8_wgenome_r05 -M scripts/PopMap_combo_b4.txt -t 36 -r 0.5 -p 3 -m 10 --write_random_snp --genepop --fasta
populations version 1.44 executed 2018-01-08 18:23:18

# Distribution of population loci.
# Distribution of valid loci matched to catalog locus.
# Valid samples at locus	Count
34	242
35	229
36	226
37	236
38	250
39	228
40	218
41	214
42	208
43	228
44	237
45	221
46	178
47	224
48	193
49	191
50	221
51	187
52	218
53	199
54	199
55	199
56	212
57	176
58	199
59	181
60	205
61	180
62	199
63	189
64	187
65	180
66	178
67	191
68	175
69	190
70	169
71	190
72	169
73	176
74	177
75	175
76	152
77	161
78	167
79	167
80	179
81	182
82	159
83	162
84	125
85	160
86	140
87	144
88	110
89	118
90	129
91	112
92	121
93	138
94	117
95	101
96	111
97	108
98	89
99	87
100	76
101	70
102	77
103	68
104	80
105	57
106	48
107	62
108	59
109	61
110	50
111	46
112	57
113	58
114	59
115	67
116	58
117	55
118	53
119	49
120	58
121	60
122	62
123	44
124	40
125	58
126	56
127	57
128	35
129	33
130	50
131	42
132	40
133	50
134	46
135	34
136	50
137	38
138	41
139	53
140	48
141	46
142	49
143	40
144	46
145	38
146	35
147	38
148	39
149	45
150	46
151	37
152	33
153	45
154	38
155	44
156	40
157	47
158	38
159	34
160	32
161	38
162	32
163	31
164	32
165	35
166	30
167	34
168	32
169	39
170	29
171	30
172	39
173	34
174	27
175	32
176	32
177	27
178	32
179	27
180	29
181	17
182	23
183	34
184	24
185	32
186	28
187	22
188	29
189	19
190	24
191	24
192	35
193	30
194	25
195	29
196	28
197	24
198	19
199	24
200	22
201	24
202	15
203	22
204	15
205	25
206	30
207	19
208	16
209	21
210	25
211	23
212	19
213	16
214	30
215	20
216	33
217	22
218	22
219	23
220	20
221	19
222	16
223	19
224	14
225	11
226	16
227	17
228	21
229	18
230	19
231	18
232	19
233	17
234	22
235	12
236	15
237	16
238	14
239	15
240	15
241	16
242	12
243	13
244	15
245	18
246	19
247	20
248	24
249	14
250	16
251	10
252	10
253	13
254	13
255	11
256	13
257	12
258	11
259	23
260	8
261	11
262	9
263	12
264	6
265	7
266	12
267	14
268	10
269	8
270	4
271	4
272	13
273	14
274	13
275	7
276	17
277	12
278	4
279	8
280	7
281	9
282	7
283	6
284	7
285	5
286	7
287	6
288	4
289	4
290	4
291	7
292	8
293	9
294	3
295	2
296	5
297	5
298	4
299	5
300	7
301	5
302	7
303	4
304	5
305	2
306	5
307	5
308	2
309	3
310	2
311	4
312	4
313	1
314	1
315	4
316	3
317	5
318	4
319	3
320	2
321	2
322	7
324	2
325	1
326	3
327	3
328	2
329	2
330	3
331	2
332	1
333	1
335	1
336	3
337	2
338	1
339	3
340	1
341	2
342	2
343	1
346	5
347	1
348	1
350	2
352	3
353	1
354	1
355	2
356	1
357	1
361	2
363	1
364	1
365	1
368	1
370	1
371	1
375	1
377	1
380	1
381	1
382	1
383	1
388	1
389	1
390	1
397	1
400	1
402	1
425	1
427	1
429	1
Population Pohang15 contained 68 incompatible loci -- more than two alleles present.
Population Geoje15 contained 74 incompatible loci -- more than two alleles present.
Population Namhae15 contained 53 incompatible loci -- more than two alleles present.
Population YellowSea16 contained 77 incompatible loci -- more than two alleles present.
Population Jukbyeon07 contained 112 incompatible loci -- more than two alleles present.
Population JinhaeBay07 contained 73 incompatible loci -- more than two alleles present.
Population JinhaeBay08 contained 64 incompatible loci -- more than two alleles present.
Population Boryeong07 contained 71 incompatible loci -- more than two alleles present.
Population Geoje14 contained 82 incompatible loci -- more than two alleles present.
Population Kodiak03 contained 87 incompatible loci -- more than two alleles present.
Population Adak06 contained 74 incompatible loci -- more than two alleles present.
Population WashCoast05 contained 62 incompatible loci -- more than two alleles present.
Population HecStrait04 contained 84 incompatible loci -- more than two alleles present.
Population SalishSea12_13 contained 66 incompatible loci -- more than two alleles present.
Population JuandeFuca12 contained 49 incompatible loci -- more than two alleles present.
Population PWSound12 contained 111 incompatible loci -- more than two alleles present.
Population UnimakPass03 contained 78 incompatible loci -- more than two alleles present.
Population Pohang15 contained 0 incompatible loci -- more than two alleles present.
Population Geoje15 contained 0 incompatible loci -- more than two alleles present.
Population Namhae15 contained 0 incompatible loci -- more than two alleles present.
Population YellowSea16 contained 0 incompatible loci -- more than two alleles present.
Population Jukbyeon07 contained 0 incompatible loci -- more than two alleles present.
Population JinhaeBay07 contained 0 incompatible loci -- more than two alleles present.
Population JinhaeBay08 contained 0 incompatible loci -- more than two alleles present.
Population Boryeong07 contained 0 incompatible loci -- more than two alleles present.
Population Geoje14 contained 0 incompatible loci -- more than two alleles present.
Population Kodiak03 contained 0 incompatible loci -- more than two alleles present.
Population Adak06 contained 0 incompatible loci -- more than two alleles present.
Population WashCoast05 contained 0 incompatible loci -- more than two alleles present.
Population HecStrait04 contained 0 incompatible loci -- more than two alleles present.
Population SalishSea12_13 contained 0 incompatible loci -- more than two alleles present.
Population JuandeFuca12 contained 0 incompatible loci -- more than two alleles present.
Population PWSound12 contained 0 incompatible loci -- more than two alleles present.
Population UnimakPass03 contained 0 incompatible loci -- more than two alleles present.
