sample	n_genos_0000	p_missing_loci
WC05_002	10017	0.741339722472
WC05_003	10003	0.698790362891
WC05_004	10317	0.8520887855
WC05_005	10059	0.735957848693
WC05_006	9999	0.695069506951
WC05_007	10330	0.867473378509
WC05_008	9985	0.683124687031
WC05_009	10015	0.729505741388
WC05_010	10194	0.842358249951
WC05_011	11287	0.917781518561
WC05_012	9988	0.686623948738
WC05_013	10808	0.934585492228
WC05_014	10002	0.700959808038
WC05_015	9993	0.672170519364
WC05_016	9992	0.688350680544
WC05_017	10005	0.67676161919
WC05_018	9983	0.687568867074
WC05_019	10318	0.88631517736
WC05_020	10827	0.934146116191
WC05_021	10041	0.783686883777
WC05_022	9987	0.691498948633
WC05_023	10029	0.747532156745
WC05_024	10487	0.900257461619
WC05_025	9997	0.695008502551
WC05_026	10343	0.862032292372
WC05_027	10184	0.850451688924
WC05_028	10801	0.917044718082
WC05_029	9986	0.686861606249
WC05_030	10399	0.865371670353
WC05_031	10009	0.745229293636
WC05_032	9990	0.688688688689
WC05_033	10003	0.706288113566
WC05_034	10031	0.782673711494
WC05_035	9989	0.693763139453
WC05_036	10047	0.726385985866
WC05_037	10082	0.745487006546
WC05_038	12650	0.987272727273
WC05_039	11423	0.963932417053
WC05_040	9987	0.687293481526
WC05_041	10012	0.714442668797
WC05_042	10826	0.941437280621
WC05_043	12108	0.96564255038
WC05_044	10025	0.765386533666
WC05_045	10883	0.919231829459
WC05_046	10534	0.897000189861
WC05_047	10037	0.731692736874
WC05_048	10024	0.741221069433
HS04_001	8605	0.826380011621
HS04_002	8719	0.863975226517
HS04_003	8601	0.820485990001
HS04_004	9286	0.924186948094
HS04_005	8610	0.8262485482
HS04_006	8581	0.809579303112
HS04_007	8704	0.863625919118
HS04_008	8603	0.808438916657
HS04_009	8630	0.857010428737
HS04_010	10174	0.962944761156
HS04_011	11870	0.982224094356
HS04_012	8589	0.816858772849
HS04_013	9883	0.957806334109
HS04_014	8584	0.810577819199
HS04_015	8592	0.802025139665
HS04_016	8587	0.811226272272
HS04_017	8582	0.807970170124
HS04_018	8582	0.812631088324
HS04_019	8978	0.918801514814
HS04_020	8606	0.822333255868
HS04_021	8766	0.887862194844
HS04_022	8586	0.814698346145
HS04_023	8714	0.87560247877
HS04_024	8671	0.861492330758
HS04_025	8608	0.824117100372
HS04_026	10079	0.951979363032
HS04_027	8611	0.825339681802
HS04_028	8962	0.90939522428
HS04_029	8590	0.818044237485
HS04_030	9587	0.942943569417
HS04_031	8634	0.855802640723
HS04_032	8583	0.808458580916
HS04_033	8614	0.82389133968
HS04_034	8766	0.885466575405
HS04_035	8610	0.824506387921
HS04_036	9376	0.921181740614
HS04_037	8624	0.831980519481
HS04_038	10566	0.970849895892
HS04_039	11007	0.979831016626
HS04_040	8587	0.813206009083
HS04_041	8633	0.838758253214
HS04_042	9028	0.921688081524
HS04_043	11133	0.968651756041
HS04_044	8609	0.834359391335
HS04_045	8823	0.889153349201
HS04_046	8623	0.841006610228
HS04_047	8610	0.819396051103
HS04_048	8615	0.834358676727
PS12_001	9163	0.793299137837
PS12_002	9579	0.903956571667
PS12_003	9157	0.77132248553
PS12_004	10244	0.943771964077
PS12_005	9159	0.772136696146
PS12_006	9146	0.756942925869
PS12_007	9410	0.86950053135
PS12_008	9136	0.753612084063
PS12_009	9444	0.883100381194
PS12_010	10208	0.944259404389
PS12_011	10653	0.932976626302
PS12_012	9140	0.762691466083
PS12_013	9313	0.865779018576
PS12_014	9176	0.755122057541
PS12_015	9149	0.748497103509
PS12_016	9139	0.756428493271
PS12_017	9133	0.750246359356
PS12_018	9140	0.762910284464
PS12_019	9557	0.904154023229
PS12_020	9140	0.7647702407
PS12_021	9173	0.812057124169
PS12_022	9138	0.760450864522
PS12_023	9949	0.940194994472
PS12_024	9158	0.770255514304
PS12_025	9150	0.763715846995
PS12_026	8883	0.875830237532
PS12_027	8749	0.810149731398
PS12_028	8879	0.858430003379
PS12_029	8744	0.799405306496
PS12_030	9196	0.919965202262
PS12_031	8779	0.837794737442
PS12_032	8748	0.799154092364
PS12_033	8765	0.821905305191
PS12_034	8831	0.872494621221
PS12_035	8746	0.802080951292
PS12_036	8754	0.817340644277
PS12_037	8754	0.811971670094
PS12_038	9457	0.936977899968
PS12_039	10876	0.975450533284
PS12_040	8746	0.797507431969
PS12_041	8776	0.820305378304
PS12_042	10021	0.962578584972
PS12_043	11900	0.97731092437
PS12_044	8795	0.849914724275
PS12_045	9050	0.899889502762
PS12_046	8744	0.813129002745
PS12_047	8752	0.804730347349
PS12_048	8772	0.825695394437
GS13_001	9144	0.754046369204
GS13_002	11717	0.967397798071
GS13_003	9226	0.835031432907
GS13_004	10112	0.948477056962
GS13_005	9148	0.758198513336
GS13_006	9154	0.75365960236
GS13_007	10594	0.93779497829
GS13_008	9153	0.765432098765
GS13_009	11334	0.977236633139
GS13_010	10088	0.948750991277
GS13_011	9154	0.77135678392
GS13_012	9142	0.753773791293
GS13_013	9171	0.821284483699
GS13_014	9219	0.819286256644
GS13_015	9573	0.914029040008
GS13_016	9150	0.764480874317
GS13_017	9155	0.770289459312
PWS12_001	7655	0.919790986283
PWS12_002	7647	0.901006930823
PWS12_003	7809	0.940965552568
PWS12_004	7694	0.932154925916
PWS12_005	7660	0.908877284595
PWS12_006	7690	0.923797139142
PWS12_007	8186	0.952968482775
PWS12_008	7661	0.922464430231
PWS12_009	7694	0.92500649857
PWS12_010	7652	0.909958180868
PWS12_011	7698	0.929722005716
PWS12_012	8415	0.960903149138
PWS12_013	7702	0.930148013503
PWS12_014	7649	0.904170479801
PWS12_015	7727	0.938786074803
PWS12_016	7684	0.920874544508
PWS12_017	7648	0.898927824268
PWS12_018	7695	0.933593242365
PWS12_019	7764	0.942812982998
PWS12_020	7690	0.926137841352
PWS12_021	7694	0.929165583572
PWS12_022	7685	0.925178919974
PWS12_023	7968	0.946787148594
PWS12_025	7706	0.930833117052
PWS12_031	7696	0.927364864865
PWS12_033	7692	0.935127405096
PWS12_041	7692	0.933307332293
PWS12_054	7666	0.916644925646
PWS12_055	8473	0.955859789921
PWS12_056	9748	0.977123512515
PWS12_057	7742	0.937871351072
PWS12_063	7954	0.943550414886
PWS12_064	8449	0.959403479702
PWS12_066	7664	0.920537578288
PWS12_069	7718	0.934438973827
PWS12_075	7661	0.902362615846
PWS12_076	8389	0.959947550364
PWS12_077	7766	0.939994849343
PWS12_078	12064	0.988063660477
PWS12_079	7660	0.911618798956
PWS12_094	7705	0.933939000649
PWS12_095	7685	0.930123617437
PWS12_096	7692	0.928627145086
PWS12_097	7832	0.944330949949
PWS12_131	7692	0.927457098284
PWS12_132	8022	0.951134380454
PWS12_133	8629	0.961756866381
PWS12_134	7784	0.939491264132
UP03_001	8689	0.787087121648
UP03_009	8708	0.816720257235
UP03_017	8751	0.825505656496
UP03_025	8717	0.812550189285
UP03_033	9772	0.950470732706
UP03_041	8690	0.808860759494
UP03_002	9264	0.9201208981
UP03_010	8676	0.795873674504
UP03_018	8680	0.797926267281
UP03_026	12438	0.984724232192
UP03_034	9909	0.957008779897
UP03_042	8905	0.897024143739
UP03_003	8679	0.801705265584
UP03_011	8686	0.784711029242
UP03_019	8713	0.819924251119
UP03_027	9020	0.911862527716
UP03_035	8722	0.824810823206
UP03_043	8729	0.830908466033
UP03_004	8700	0.806781609195
UP03_012	8733	0.851711897401
UP03_020	8943	0.891647098289
UP03_028	9355	0.934794227686
UP03_036	8672	0.792896678967
UP03_044	8714	0.785976589396
UP03_005	8720	0.831651376147
UP03_013	8684	0.796176877015
UP03_021	8681	0.799101486004
UP03_029	8688	0.79523480663
UP03_037	8722	0.84957578537
UP03_045	8717	0.813009062751
UP03_006	8762	0.817507418398
UP03_014	8678	0.810209725743
UP03_022	8700	0.817931034483
UP03_030	8677	0.788982367178
UP03_038	8836	0.862494341331
UP03_046	8680	0.802188940092
UP03_007	8921	0.878264768524
UP03_015	9314	0.923555937299
UP03_023	8718	0.847900894701
UP03_031	13048	0.992029429798
UP03_039	11383	0.983659843626
UP03_047	8751	0.832590561079
UP03_008	8680	0.796543778802
UP03_016	9530	0.947639034627
UP03_024	10847	0.975108324882
UP03_032	8900	0.854831460674
UP03_040	8699	0.808023910794
UP03_048	8724	0.823590096286
