sample prop_missing
PS12_020 0.00510293858877
PS12_021 0.0316734119303
PS12_022 0.00492697518916
PS12_023 0.160126693648
PS12_024 0.0126693647721
PS12_025 0.00844624318142
PS12_026 0.0401196551117
PS12_027 0.0105578039768
PS12_028 0.0374802041175
PS12_029 0.00809431638219
PS12_030 0.0695055428471
PS12_031 0.0269224001408
PS12_032 0.00475101178955
PS12_033 0.0225233151504
PS12_034 0.0432869963048
PS12_035 0.00756642618335
PS12_036 0.0153088157663
PS12_037 0.0124934013725
PS12_038 0.0883336266057
PS12_039 0.213091676931
PS12_040 0.00369523139187
PS12_041 0.0265704733415
PS12_042 0.153088157663
PS12_044 0.0395917649129
PS12_045 0.0540207636812
PS12_046 0.0119655111737
PS12_047 0.0105578039768
PS12_048 0.0149568889671
GS13_001 0.00563082878761
GS13_002 0.188632764385
GS13_003 0.0531409466831
GS13_004 0.148161182474
GS13_005 0.0144289987683
GS13_006 0.014077071969
GS13_007 0.114552173148
GS13_008 0.0158367059652
GS13_009 0.206756994545
GS13_010 0.147633292275
GS13_011 0.019531937357
GS13_012 0.00774238958297
GS13_013 0.0508534224881
GS13_014 0.0469822276966
GS13_015 0.0994193207813
GS13_016 0.0151328523667
GS13_017 0.0181242301601
PWS12_001 0.00492697518916
PWS12_002 0.00334330459264
PWS12_003 0.0314974485307
PWS12_004 0.0147809255675
PWS12_005 0.00475101178955
PWS12_006 0.00510293858877
PWS12_007 0.0556044342777
PWS12_008 0.00967798697871
PWS12_009 0.0167165229632
PWS12_010 0.00246348759458
PWS12_011 0.0156607425655
PWS12_012 0.0638747140595
PWS12_013 0.0160126693648
PWS12_014 0.00369523139187
PWS12_015 0.0251627661446
PWS12_016 0.00915009677987
PWS12_017 0.00175963399613
PWS12_018 0.0209396445539
PWS12_019 0.024106985747
PWS12_020 0.0139011085694
PWS12_021 0.0175963399613
PWS12_022 0.0177723033609
PWS12_023 0.0385359845152
PWS12_025 0.0156607425655
PWS12_031 0.0149568889671
PWS12_033 0.0184761569594
PWS12_041 0.0137251451698
PWS12_054 0.00527890198839
PWS12_055 0.092732711596
PWS12_056 0.15449586486
PWS12_057 0.0211156079535
PWS12_063 0.041351398909
PWS12_064 0.0585958120711
PWS12_066 0.0107337673764
PWS12_069 0.0188280837586
PWS12_075 0.0068625725849
PWS12_076 0.0663382016541
PWS12_077 0.0276262537392
PWS12_079 0.00651064578568
PWS12_094 0.018652120359
PWS12_095 0.0146049621679
PWS12_096 0.0177723033609
PWS12_097 0.0351926799226
PWS12_131 0.0154847791659
PWS12_132 0.0473341544959
PWS12_133 0.0828787612177
PWS12_134 0.0256906563435
UP03_009 0.0226992785501
UP03_017 0.0371282773183
UP03_025 0.0251627661446
UP03_033 0.11807144114
UP03_041 0.0139011085694
UP03_002 0.0779517860285
UP03_010 0.00897413338026
UP03_018 0.014077071969
UP03_042 0.0619391166637
UP03_003 0.00774238958297
UP03_011 0.00739046278374
UP03_019 0.0216434981524
UP03_027 0.0672180186521
UP03_035 0.0251627661446
UP03_043 0.0281541439381
UP03_004 0.0107337673764
UP03_012 0.0374802041175
UP03_020 0.0541967270808
UP03_028 0.105578039768
UP03_036 0.00475101178955
UP03_044 0.0117895477741
UP03_005 0.0293858877354
UP03_013 0.00897413338026
UP03_021 0.0144289987683
UP03_029 0.0121414745733
UP03_037 0.0366003871195
UP03_045 0.0204117543551
UP03_014 0.0128453281717
UP03_022 0.0202357909555
UP03_030 0.00527890198839
UP03_038 0.0409994721098
UP03_046 0.0107337673764
UP03_007 0.0438148865036
UP03_015 0.0712651768432
UP03_023 0.0297378145346
UP03_047 0.0267464367412
UP03_008 0.00932606017948
UP03_016 0.12722153792
UP03_024 0.200774238958
UP03_032 0.0351926799226
UP03_040 0.0160126693648
UP03_048 0.0237550589477
